Common Name,Species,Genus,Family,Order,Class,Phylum
Pacific shrew,pacificus,Sorex,Soricidae,Insectivora,Mammalia,Chordata
Pacific skate,brevicaudatus,Sympterygia,Rajidae,Rajiformes,Elasmobranchii,Chordata
Pacific sleeper shark,pacificus,Somniosus,Dalatiidae,Squaliformes,Elasmobranchii,Chordata
Pacific sleeper shark,pacificus,Somniosus,Dalatiidae,Squaliformes,Elasmobranchii,Chordata
Pacific sleeper shark,pacificus,Somniosus,Dalatiidae,Squaliformes,Elasmobranchii,Chordata
Pacific sleeper shark,pacificus,Somniosus,Dalatiidae,Squaliformes,Elasmobranchii,Chordata
Pacific sleeper shark,pacificus,Somniosus,Dalatiidae,Squaliformes,Elasmobranchii,Chordata
Pacific sleeper shark,pacificus,Somniosus,Dalatiidae,Squaliformes,Elasmobranchii,Chordata
Pacific sleeper shark,pacificus,Somniosus,Dalatiidae,Squaliformes,Elasmobranchii,Chordata
Pacific slender salamander,pacificus,Batrachoseps,Plethodontidae,Caudata,Amphibia,Chordata
Pacific spookfish,pacifica,Rhinochimaera,Rhinochimaeridae,Chimaeriformes,Holocephali,Chordata
Pacific spookfish,pacifica,Rhinochimaera,Rhinochimaeridae,Chimaeriformes,Holocephali,Chordata
Pacific starry skate,stellulata,Raja,Rajidae,Rajiformes,Elasmobranchii,Chordata
Pacific three-toothed lamprey,tridentata,Lampetra,Petromyzontidae,Petromyzontiformes,Cephalaspidomorphi,Chordata
Pacific torpedo,californica,Torpedo,Torpedinidae,Torpediniformes,Elasmobranchii,Chordata
Pacific tree boa,bibroni,Candoia,Boidae,Squamata,Reptilia,Chordata
pacific treefrog,regilla,Pseudacris,Hylidae,Anura,Amphibia,Chordata
Pacific whip ray,pacifica,Himantura,Dasyatidae,Rajiformes,Elasmobranchii,Chordata
Pacific white skate,spinosissima,Bathyraja,Rajidae,Rajiformes,Elasmobranchii,Chordata
Pacific white-sided dolphin,obliquidens,Lagenorhynchus,Delphinidae,Cetacea,Mammalia,Chordata
painted bat,picta,Kerivoula,Vespertilionidae,Chiroptera,Mammalia,Chordata
painted big-eared mouse,pictus,Auliscomys,Muridae,Rodentia,Mammalia,Chordata
painted bristly mouse,pictus,Neacomys,Muridae,Rodentia,Mammalia,Chordata
painted bunting,ciris,Passerina,Fringillidae,Passeriformes,Aves,Chordata
Painted electric ray,pictus,Diplobatis,Narcinidae,Torpediniformes,Elasmobranchii,Chordata
Painted maskray,leylandi,Dasyatis,Dasyatidae,Rajiformes,Elasmobranchii,Chordata
Painted maskray,leylandi,Dasyatis,Dasyatidae,Rajiformes,Elasmobranchii,Chordata
Painted ray,microocellata,Raja,Rajidae,Rajiformes,Elasmobranchii,Chordata
Painted ray,microocellata,Raja,Rajidae,Rajiformes,Elasmobranchii,Chordata
Painted ray,microocellata,Raja,Rajidae,Rajiformes,Elasmobranchii,Chordata
Painted ray,undulata,Raja,Rajidae,Rajiformes,Elasmobranchii,Chordata
Painted skate,microocellata,Raja,Rajidae,Rajiformes,Elasmobranchii,Chordata
Painted spiny pocket mouse,pictus,Liomys,Heteromyidae,Rodentia,Mammalia,Chordata
painted terrapin,borneoensis,Callagur,Bataguridae,Testudines,Reptilia,Chordata
painted turtle,picta,Chrysemys,Emydidae,Testudines,Reptilia,Chordata
painted wood turtle,pulcherrima,Rhinoclemmys,Bataguridae,Testudines,Reptilia,Chordata
Palau blind snake,acuticaudus,Ramphotyphlops,Typhlopidae,Squamata,Reptilia,Chordata
Palau flying fox,pilosus,Pteropus,Pteropodidae,Chiroptera,Mammalia,Chordata
Palau ground frog,pelewensis,Platymantis,Ranidae,Anura,Amphibia,Chordata
Palau scaly-toed gecko,paurolepis,Lepidodactylus,Gekkonidae,Squamata,Reptilia,Chordata
Palauan skink,scutatus,Sphenomorphus,Scincidae,Squamata,Reptilia,Chordata
Palauan web-toed gecko,brevipalmata,Gehyra,Gekkonidae,Squamata,Reptilia,Chordata
Palawan flying squirrel,nigripes,Hylopetes,Sciuridae,Rodentia,Mammalia,Chordata
Palawan fruit bat,leucotis,Acerodon,Pteropodidae,Chiroptera,Mammalia,Chordata
Palawan montane squirrel,rabori,Sundasciurus,Sciuridae,Rodentia,Mammalia,Chordata
Palawan shrew,palawanensis,Crocidura,Soricidae,Insectivora,Mammalia,Chordata
Palawan stink badger,marchei,Mydaus,Mustelidae,Carnivora,Mammalia,Chordata
Pale blind ray,marcida,Benthobatis,Narcinidae,Torpediniformes,Elasmobranchii,Chordata
Pale cat shark,sibogae,Apristurus,Scyliorhinidae,Carcharhiniformes,Elasmobranchii,Chordata
Pale catshark,sibogae,Apristurus,Scyliorhinidae,Carcharhiniformes,Elasmobranchii,Chordata
pale fox,pallida,Vulpes,Canidae,Carnivora,Mammalia,Chordata
pale gerbil,perpallidus,Gerbillus,Muridae,Rodentia,Mammalia,Chordata
Pale ghost shark,bemisi,Hydrolagus,Chimaeridae,Chimaeriformes,Holocephali,Chordata
pale giant squirrel,affinis,Ratufa,Sciuridae,Rodentia,Mammalia,Chordata
pale gray shrew,pergrisea,Crocidura,Soricidae,Insectivora,Mammalia,Chordata
pale kangaroo mouse,pallidus,Microdipodops,Heteromyidae,Rodentia,Mammalia,Chordata
pale leaf-eared mouse,domorum,Graomys,Muridae,Rodentia,Mammalia,Chordata
Pale ray,lintea,Dipturus,Rajidae,Rajiformes,Elasmobranchii,Chordata
Pale ray,pallida,Bathyraja,Rajidae,Rajiformes,Elasmobranchii,Chordata
Pale skate,ochroderma,Notoraja,Rajidae,Rajiformes,Elasmobranchii,Chordata
pale spear-nosed bat,discolor,Phyllostomus,Phyllostomidae,Chiroptera,Mammalia,Chordata
Pale spotted catshark,pallidus,Asymbolus,Scyliorhinidae,Carcharhiniformes,Elasmobranchii,Chordata
Pale-edged stingray,zugei,Dasyatis,Dasyatidae,Rajiformes,Elasmobranchii,Chordata
Pale-edged stingray,zugei,Dasyatis,Dasyatidae,Rajiformes,Elasmobranchii,Chordata
Pale-edged stingray,zugei,Dasyatis,Dasyatidae,Rajiformes,Elasmobranchii,Chordata
pale-faced bat,stenops,Phylloderma,Phyllostomidae,Chiroptera,Mammalia,Chordata
Pale-spot whip ray,alcockii,Himantura,Dasyatidae,Rajiformes,Elasmobranchii,Chordata
pale-throated three-toed sloth,tridactylus,Bradypus,Bradypodidae,Xenarthra,Mammalia,Chordata
Palestine mole rat,ehrenbergi,Nannospalax,Muridae,Rodentia,Mammalia,Chordata
Pallas' cat,manul,Felis,Felidae,Carnivora,Mammalia,Chordata
Pallas' cat,manul,Otocolobus,Felidae,Carnivora,Mammalia,Chordata
Pallas' free-tailed bat,molossus,Molossus,Molossidae,Chiroptera,Mammalia,Chordata
Pallas's cat,manul,Otocolobus,Felidae,Carnivora,Mammalia,Chordata
Pallas's Cormorant,perspicillatus,Phalacrocorax,Phalacrocoracidae,Ciconiiformes,Aves,Chordata
Pallas's long-tongued bat,soricina,Glossophaga,Phyllostomidae,Chiroptera,Mammalia,Chordata
Pallas's mastiff bat,molossus,Molossus,Molossidae,Chiroptera,Mammalia,Chordata
Pallas's pika,pallasi,Ochotona,Ochotonidae,Lagomorpha,Mammalia,Chordata
Pallas's squirrel,erythraeus,Callosciurus,Sciuridae,Rodentia,Mammalia,Chordata
Pallas's tube-nosed fruit bat,cephalotes,Nyctimene,Pteropodidae,Chiroptera,Mammalia,Chordata
pallid Atlantic forest rat,sublineatus,Delomys,Muridae,Rodentia,Mammalia,Chordata
pallid bat,pallidus,Antrozous,Vespertilionidae,Chiroptera,Mammalia,Chordata
pallid chimaera,pallidus,Hydrolagus,Chimaeridae,Chimaeriformes,Holocephali,Chordata
pallid large-footed myotis,macrotarsus,Myotis,Vespertilionidae,Chiroptera,Mammalia,Chordata
pallid needle-clawed galago,pallidus,Euoticus,Galagonidae,Primates,Mammalia,Chordata
Pallid skate,pallida,Bathyraja,Rajidae,Rajiformes,Elasmobranchii,Chordata
palm warbler,palmarum,Dendroica,Fringillidae,Passeriformes,Aves,Chordata
Palmer's chipmunk,palmeri,Tamias,Sciuridae,Rodentia,Mammalia,Chordata
Pamir shrew,buchariensis,Sorex,Soricidae,Insectivora,Mammalia,Chordata
Pampas cat,pajeros,Felis,Felidae,Carnivora,Mammalia,Chordata
Pampas cat,colocolo,Oncifelis,Felidae,Carnivora,Mammalia,Chordata
pampas deer,bezoarticus,Ozotoceros,Cervidae,Artiodactyla,Mammalia,Chordata
Pampas fox,gymnocercus,Pseudalopex,Canidae,Carnivora,Mammalia,Chordata
Pan's box turtle,pani,Cuora,Bataguridae,Testudines,Reptilia,Chordata
Panama caiman,yacare,Caiman,Alligatoridae,Crocodilia,Reptilia,Chordata
Panama ghost cat shark,stenseni,Apristurus,Scyliorhinidae,Carcharhiniformes,Elasmobranchii,Chordata
Panama ghost catshark,stenseni,Apristurus,Scyliorhinidae,Carcharhiniformes,Elasmobranchii,Chordata
Panamanian climbing rat,panamensis,Tylomys,Muridae,Rodentia,Mammalia,Chordata
Panamanian golden frog,zeteki,Atelopus,Bufonidae,Anura,Amphibia,Chordata
Panamanian spiny pocket mouse,adspersus,Liomys,Heteromyidae,Rodentia,Mammalia,Chordata
panamint alligator lizard,panamintina,Elgaria,Anguidae,Squamata,Reptilia,Chordata
panamint chipmunk,panamintinus,Tamias,Sciuridae,Rodentia,Mammalia,Chordata
panamint kangaroo rat,panamintinus,Dipodomys,Heteromyidae,Rodentia,Mammalia,Chordata
Panay golden-capped fruit bat,lucifer,Acerodon,Pteropodidae,Chiroptera,Mammalia,Chordata
pandanus skink,leptosoma,Lipinia,Scincidae,Squamata,Reptilia,Chordata
Panniet naked-backed fruit bat,pannietensis,Dobsonia,Pteropodidae,Chiroptera,Mammalia,Chordata
Pantanal swamp turtle,macrocephala,Acanthochelys,Chelidae,Testudines,Reptilia,Chordata
Pantellerian shrew,cossyrensis,Crocidura,Soricidae,Insectivora,Mammalia,Chordata
Panther electric ray,panthera,Torpedo,Torpedinidae,Torpediniformes,Elasmobranchii,Chordata
panther genet,maculata,Genetta,Viverridae,Carnivora,Mammalia,Chordata
pantropical spotted dolphin,attenuata,Stenella,Delphinidae,Cetacea,Mammalia,Chordata
Papillose woolly bat,papillosa,Kerivoula,Vespertilionidae,Chiroptera,Mammalia,Chordata
Papuan epaulette shark,hallstromi,Hemiscyllium,Hemiscylliidae,Orectolobiformes,Elasmobranchii,Chordata
Papuan web-toed gecko,papuana,Gehyra,Gekkonidae,Squamata,Reptilia,Chordata
paradox shrew,paradoxura,Crocidura,Soricidae,Insectivora,Mammalia,Chordata
Paraguayan rice rat,buccinatus,Oryzomys,Muridae,Rodentia,Mammalia,Chordata
parakeet auklet,psittacula,Aethia,Laridae,Ciconiiformes,Aves,Chordata
Paramo hocicudo,paramensis,Oxymycterus,Muridae,Rodentia,Mammalia,Chordata
Paramo oldfield mouse,paramorum,Thomasomys,Muridae,Rodentia,Mammalia,Chordata
Paramushir shrew,leucogaster,Sorex,Soricidae,Insectivora,Mammalia,Chordata
parasitic jaeger,parasiticus,Stercorarius,Laridae,Ciconiiformes,Aves,Chordata
Parasitic river lamprey,ayresii,Lampetra,Petromyzontidae,Petromyzontiformes,Cephalaspidomorphi,Chordata
Parasitic river lamprey,ayresii,Lampetra,Petromyzontidae,Petromyzontiformes,Cephalaspidomorphi,Chordata
Parker's snake-necked turtle,parkeri,Chelodina,Chelidae,Testudines,Reptilia,Chordata
Parma wallaby,parma,Macropus,Macropodidae,Diprotodontia,Mammalia,Chordata
Parnaiba river stingray,signata,Potamotrygon,Potamotrygonidae,Rajiformes,Elasmobranchii,Chordata
Parnell's moustached bat,parnellii,Pteronotus,Mormoopidae,Chiroptera,Mammalia,Chordata
Parnell's mustached bat,parnellii,Pteronotus,Mormoopidae,Chiroptera,Mammalia,Chordata
Parrit,fasciata,Trygonorrhina,Rhinobatidae,Rajiformes,Elasmobranchii,Chordata
particolored bat,murinus,Vespertilio,Vespertilionidae,Chiroptera,Mammalia,Chordata
particolored flying squirrel,alboniger,Hylopetes,Sciuridae,Rodentia,Mammalia,Chordata
Pasha shrew,pasha,Crocidura,Soricidae,Insectivora,Mammalia,Chordata
passenger pigeon,migratorius,Ectopistes,Columbidae,Columbiformes,Aves,Chordata
Patagonian chinchilla mouse,chinchilloides,Euneomys,Muridae,Rodentia,Mammalia,Chordata
Patagonian hagfish,affinis,Myxine,Myxinidae,Myxiniformes,Myxini,Chordata
Patagonian opossum,halli,Lestodelphys,Didelphidae,Didelphimorphia,Mammalia,Chordata
Patagonian skate,macloviana,Bathyraja,Rajidae,Rajiformes,Elasmobranchii,Chordata
Patagonian smoothhound,schmitti,Mustelus,Triakidae,Carcharhiniformes,Elasmobranchii,Chordata
Patagonian weasel,patagonicus,Lyncodon,Mustelidae,Carnivora,Mammalia,Chordata
patas monkey,patas,Erythrocebus,Cercopithecidae,Primates,Mammalia,Chordata
Patchwork stingaree,flavomosaicus,Urolophus,Urolophidae,Rajiformes,Elasmobranchii,Chordata
Patrizi's trident leaf-nosed bat,patrizii,Asellia,Rhinolophidae,Chiroptera,Mammalia,Chordata
Peacock skate,nitida,Pavoraja,Rajidae,Rajiformes,Elasmobranchii,Chordata
peacock softshell turtle,hurum,Trionyx,Trionychidae,Testudines,Reptilia,Chordata
Peaks of Otter salamander,hubrichti,Plethodon,Plethodontidae,Caudata,Amphibia,Chordata
Peale's dolphin,australis,Lagenorhynchus,Delphinidae,Cetacea,Mammalia,Chordata
Peale's free-tailed bat,aurispinosus,Nyctinomops,Molossidae,Chiroptera,Mammalia,Chordata
Pearl stingray,margaritella,Dasyatis,Dasyatidae,Rajiformes,Elasmobranchii,Chordata
Pearson's Chaco mouse,pearsoni,Andalgalomys,Muridae,Rodentia,Mammalia,Chordata
Pearson's horseshoe bat,pearsonii,Rhinolophus,Rhinolophidae,Chiroptera,Mammalia,Chordata
Pearson's horseshoe bat,pearsoni,Rhinolophus,Rhinolophidae,Chiroptera,Mammalia,Chordata
Pearson's long-clawed shrew,pearsoni,Solisorex,Soricidae,Insectivora,Mammalia,Chordata
pectoral sandpiper,melanotos,Calidris,Scolopacidae,Ciconiiformes,Aves,Chordata
Pegu pipistrelle,peguensis,Pipistrellus,Vespertilionidae,Chiroptera,Mammalia,Chordata
Peking myotis,pequinius,Myotis,Vespertilionidae,Chiroptera,Mammalia,Chordata
Pel's pouched bat,peli,Saccolaimus,Emballonuridae,Chiroptera,Mammalia,Chordata
pelagic gecko,pelagicus,Nactus,Gekkonidae,Squamata,Reptilia,Chordata
Pelagic stingray,violacea,Pteroplatytrygon,Dasyatidae,Rajiformes,Elasmobranchii,Chordata
Pelagic stingray,violacea,Pteroplatytrygon,Dasyatidae,Rajiformes,Elasmobranchii,Chordata
Pelagic stingray,violacea,Pteroplatytrygon,Dasyatidae,Rajiformes,Elasmobranchii,Chordata
Pelagic stingray,violacea,Pteroplatytrygon,Dasyatidae,Rajiformes,Elasmobranchii,Chordata
Pelagic stingray,violacea,Pteroplatytrygon,Dasyatidae,Rajiformes,Elasmobranchii,Chordata
Pelagic stingray,violacea,Pteroplatytrygon,Dasyatidae,Rajiformes,Elasmobranchii,Chordata
Pelagic stingray,violacea,Pteroplatytrygon,Dasyatidae,Rajiformes,Elasmobranchii,Chordata
Pelagic stingray,violacea,Pteroplatytrygon,Dasyatidae,Rajiformes,Elasmobranchii,Chordata
Pelagic stingray,violacea,Pteroplatytrygon,Dasyatidae,Rajiformes,Elasmobranchii,Chordata
Pelagic thresher,pelagicus,Alopias,Alopiidae,Lamniformes,Elasmobranchii,Chordata
Pelagic thresher,pelagicus,Alopias,Alopiidae,Lamniformes,Elasmobranchii,Chordata
Pelagic thresher,pelagicus,Alopias,Alopiidae,Lamniformes,Elasmobranchii,Chordata
Pelagic thresher shark,pelagicus,Alopias,Alopiidae,Lamniformes,Elasmobranchii,Chordata
Pemba flying fox,voeltzkowi,Pteropus,Pteropodidae,Chiroptera,Mammalia,Chordata
Pemberton's deer mouse,pembertoni,Peromyscus,Muridae,Rodentia,Mammalia,Chordata
Pencil shark,hyugaensis,Hypogaleus,Triakidae,Carcharhiniformes,Elasmobranchii,Chordata
peninsula leaf-toed gecko,nocticolus,Phyllodactylus,Gekkonidae,Squamata,Reptilia,Chordata
peninsular horseshoe bat,robinsoni,Rhinolophus,Rhinolophidae,Chiroptera,Mammalia,Chordata
peninsular myotis,peninsularis,Myotis,Vespertilionidae,Chiroptera,Mammalia,Chordata
Pennant's red colobus,pennantii,Procolobus,Cercopithecidae,Primates,Mammalia,Chordata
Penny's dog,galeus,Galeorhinus,Triakidae,Carcharhiniformes,Elasmobranchii,Chordata
Pepeke,bruniensis,Oxynotus,Dalatiidae,Squaliformes,Elasmobranchii,Chordata
Peppered cat shark,piperatus,Galeus,Scyliorhinidae,Carcharhiniformes,Elasmobranchii,Chordata
Peppered catshark,piperatus,Galeus,Scyliorhinidae,Carcharhiniformes,Elasmobranchii,Chordata
Percival's gerbil,percivali,Gerbillus,Muridae,Rodentia,Mammalia,Chordata
Percival's trident bat,percivali,Cloeotis,Rhinolophidae,Chiroptera,Mammalia,Chordata
Père David's deer,davidianus,Elaphurus,Cervidae,Artiodactyla,Mammalia,Chordata
Père David's macaque,thibetana,Macaca,Cercopithecidae,Primates,Mammalia,Chordata
Père David's rock squirrel,davidianus,Sciurotamias,Sciuridae,Rodentia,Mammalia,Chordata
Père David's vole,melanogaster,Eothenomys,Muridae,Rodentia,Mammalia,Chordata
peregrine falcon,peregrinus,Falco,Falconidae,Ciconiiformes,Aves,Chordata
Perlon shark,perlo,Heptranchias,Hexanchidae,Hexanchiformes,Elasmobranchii,Chordata
Perny's long-nosed squirrel,pernyi,Dremomys,Sciuridae,Rodentia,Mammalia,Chordata
Perote ground squirrel,perotensis,Spermophilus,Sciuridae,Rodentia,Mammalia,Chordata
Perote mouse,bullatus,Peromyscus,Muridae,Rodentia,Mammalia,Chordata
Perrin's beaked whale,perrini,Mesoplodon,Ziphiidae,Cetacea,Mammalia,Chordata
Persian fallow deer,mesopotamica,Dama,Cervidae,Artiodactyla,Mammalia,Chordata
Persian jird,persicus,Meriones,Muridae,Rodentia,Mammalia,Chordata
Persian mole,streeti,Talpa,Talpidae,Insectivora,Mammalia,Chordata
Persian Shearwater,persicus,Puffinus,Procellariidae,Ciconiiformes,Aves,Chordata
Persian trident bat,persicus,Triaenops,Rhinolophidae,Chiroptera,Mammalia,Chordata
Persian vole,irani,Microtus,Muridae,Rodentia,Mammalia,Chordata
Peruvian beaked whale,peruvianus,Mesoplodon,Ziphiidae,Cetacea,Mammalia,Chordata
Peruvian Booby,variegata,Sula,Sulidae,Ciconiiformes,Aves,Chordata
Peruvian cotton rat,peruanus,Sigmodon,Muridae,Rodentia,Mammalia,Chordata
Peruvian Diving-Petrel,garnotii,Pelecanoides,Procellariidae,Ciconiiformes,Aves,Chordata
Peruvian eagle ray,peruvianus,Myliobatis,Myliobatidae,Rajiformes,Elasmobranchii,Chordata
Peruvian fish-eating rat,peruviensis,Neusticomys,Muridae,Rodentia,Mammalia,Chordata
Peruvian guemal,antisensis,Hippocamelus,Cervidae,Artiodactyla,Mammalia,Chordata
Peruvian guitarfish,planiceps,Rhinobatos,Rhinobatidae,Rajiformes,Elasmobranchii,Chordata
Peruvian oldfield mouse,eleusis,Thomasomys,Muridae,Rodentia,Mammalia,Chordata
Peruvian Pelican,thagus,Pelecanus,Pelecanidae,Ciconiiformes,Aves,Chordata
Peruvian rice rat,balneator,Oryzomys,Muridae,Rodentia,Mammalia,Chordata
Peruvian skate,peruana,Bathyraja,Rajidae,Rajiformes,Elasmobranchii,Chordata
Peruvian stingray,peruanus,Urotrygon,Urolophidae,Rajiformes,Elasmobranchii,Chordata
Peruvian Tern,lorata,Sterna,Laridae,Ciconiiformes,Aves,Chordata
Peruvian torpedo,peruana,Torpedo,Torpedinidae,Torpediniformes,Elasmobranchii,Chordata
Peruvian vesper mouse,sorellus,Calomys,Muridae,Rodentia,Mammalia,Chordata
Peter's disk-winged bat,discifera,Thyroptera,Thyropteridae,Chiroptera,Mammalia,Chordata
Peter's ghost-faced bat,megalophylla,Mormoops,Mormoopidae,Chiroptera,Mammalia,Chordata
Peters's climbing rat,nudicaudus,Tylomys,Muridae,Rodentia,Mammalia,Chordata
Peters's duiker,callipygus,Cephalophus,Bovidae,Artiodactyla,Mammalia,Chordata
Peters's dwarf epauletted fruit bat,pusillus,Micropteropus,Pteropodidae,Chiroptera,Mammalia,Chordata
Peters's flat-headed bat,setiger,Mormopterus,Molossidae,Chiroptera,Mammalia,Chordata
Peters's musk shrew,gracilipes,Crocidura,Soricidae,Insectivora,Mammalia,Chordata
Peters's pipistrelle,petersi,Pipistrellus,Vespertilionidae,Chiroptera,Mammalia,Chordata
Peters's sheath-tailed bat,atrata,Emballonura,Emballonuridae,Chiroptera,Mammalia,Chordata
Peters's squirrel,oculatus,Sciurus,Sciuridae,Rodentia,Mammalia,Chordata
Peters's trumpet-eared bat,jagorii,Kerivoula,Vespertilionidae,Chiroptera,Mammalia,Chordata
Peters's trumpet-eared bat,jagori,Kerivoula,Vespertilionidae,Chiroptera,Mammalia,Chordata
Peters's tube-nosed bat,grisea,Murina,Vespertilionidae,Chiroptera,Mammalia,Chordata
Peters's wrinkle-lipped bat,jugularis,Mormopterus,Molossidae,Chiroptera,Mammalia,Chordata
Peterson's chinchilla mouse,petersoni,Euneomys,Muridae,Rodentia,Mammalia,Chordata
Peterson's free-tailed bat,petersoni,Mops,Molossidae,Chiroptera,Mammalia,Chordata
Petter's gerbil,petteri,Taterillus,Muridae,Rodentia,Mammalia,Chordata
Phayre's leaf monkey,phayrei,Trachypithecus,Cercopithecidae,Primates,Mammalia,Chordata
Phayre's squirrel,phayrei,Callosciurus,Sciuridae,Rodentia,Mammalia,Chordata
philadelphia vireo,philadelphicus,Vireo,Vireonidae,Passeriformes,Aves,Chordata
Philippen's stripe-necked turtle,philippeni,Ocadia,Bataguridae,Testudines,Reptilia,Chordata
Philippine brown deer,mariannus,Cervus,Cervidae,Artiodactyla,Mammalia,Chordata
Philippine cat,minuta,Felis,Felidae,Carnivora,Mammalia,Chordata
Philippine chimaera,deani,Hydrolagus,Chimaeridae,Chimaeriformes,Holocephali,Chordata
Philippine crocodile,mindorensis,Crocodylus,Crocodylidae,Crocodilia,Reptilia,Chordata
Philippine deer,mariannus,Cervus,Cervidae,Artiodactyla,Mammalia,Chordata
Philippine forest horseshoe bat,inops,Rhinolophus,Rhinolophidae,Chiroptera,Mammalia,Chordata
Philippine forest roundleaf bat,obscurus,Hipposideros,Rhinolophidae,Chiroptera,Mammalia,Chordata
Philippine freshwater crocodile,mindorensis,Crocodylus,Crocodylidae,Crocodilia,Reptilia,Chordata
Philippine gray flying fox,speciosus,Pteropus,Pteropodidae,Chiroptera,Mammalia,Chordata
Philippine pond turtle,leytensis,Heosemys,Bataguridae,Testudines,Reptilia,Chordata
Philippine pouched bat,pluto,Saccolaimus,Emballonuridae,Chiroptera,Mammalia,Chordata
Philippine pygmy fruit bat,fischeri,Haplonycteris,Pteropodidae,Chiroptera,Mammalia,Chordata
Philippine pygmy roundleaf bat,pygmaeus,Hipposideros,Rhinolophidae,Chiroptera,Mammalia,Chordata
Philippine pygmy squirrel,concinnus,Exilisciurus,Sciuridae,Rodentia,Mammalia,Chordata
Philippine sambar,mariannus,Cervus,Cervidae,Artiodactyla,Mammalia,Chordata
Philippine tailless leaf-nosed bat,hirsutus,Coelops,Rhinolophidae,Chiroptera,Mammalia,Chordata
Philippine tarsier,syrichta,Tarsius,Tarsiidae,Primates,Mammalia,Chordata
Philippine tomb bat,philippinensis,Taphozous,Emballonuridae,Chiroptera,Mammalia,Chordata
